ItemNumber,BrandName,QuantityBreak,CatalogPrice,StandardNetPrice,DiscountCode,AddColorPrice,AddColorNetPrice,AddColorDiscountCode,PriceMethod,Select an Option Below,PrintMethod,PricingKey,SetupChargeCatalogPrice,NetSetupCharge,SetupChargeDiscountCode
BH4MM,The 1919 Candy Company,100,3.39,2.034,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4MM,The 1919 Candy Company,250,3.29,1.974,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4MM,The 1919 Candy Company,500,3.19,1.914,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4MM,The 1919 Candy Company,1000,3.09,1.854,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4MM,The 1919 Candy Company,1,3.09,1.854,C,,,,10P Thickness,Order Sample,Random Sample,RS,,,
BH4SB,The 1919 Candy Company,100,2.69,1.614,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SB,The 1919 Candy Company,250,2.59,1.554,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SB,The 1919 Candy Company,500,2.49,1.494,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SB,The 1919 Candy Company,1000,2.39,1.434,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SB,The 1919 Candy Company,1,2.39,1.434,C,,,,10P Thickness,Order Sample,Random Sample,RS,,,
BH4SF,The 1919 Candy Company,100,2.59,1.554,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SF,The 1919 Candy Company,250,2.49,1.494,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SF,The 1919 Candy Company,500,2.39,1.434,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SF,The 1919 Candy Company,1000,2.29,1.374,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SF,The 1919 Candy Company,1,2.29,1.374,C,,,,10P Thickness,Order Sample,Random Sample,RS,,,
BH4SJB,The 1919 Candy Company,100,2.14,1.284,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SJB,The 1919 Candy Company,250,2.09,1.254,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SJB,The 1919 Candy Company,500,2.04,1.224,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SJB,The 1919 Candy Company,1000,1.99,1.194,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SJB,The 1919 Candy Company,1,1.99,1.194,C,,,,10P Thickness,Order Sample,Random Sample,RS,,,
BH4SK,The 1919 Candy Company,100,2.89,1.734,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SK,The 1919 Candy Company,250,2.79,1.674,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SK,The 1919 Candy Company,500,2.69,1.614,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SK,The 1919 Candy Company,1000,2.59,1.554,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SK,The 1919 Candy Company,1,2.59,1.554,C,,,,10P Thickness,Order Sample,Random Sample,RS,,,
BH4SPM,The 1919 Candy Company,100,2.49,1.494,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SPM,The 1919 Candy Company,250,2.39,1.434,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SPM,The 1919 Candy Company,500,2.29,1.374,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SPM,The 1919 Candy Company,1000,2.19,1.314,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SPM,The 1919 Candy Company,1,2.19,1.314,C,,,,10P Thickness,Order Sample,Random Sample,RS,,,
BH4SSM,The 1919 Candy Company,100,2.49,1.494,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SSM,The 1919 Candy Company,250,2.39,1.434,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SSM,The 1919 Candy Company,500,2.29,1.374,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SSM,The 1919 Candy Company,1000,2.19,1.314,C,,,,10P Thickness,Order Without Logo,4 Color Process,10P,50,40,G
BH4SSM,The 1919 Candy Company,1,2.19,1.314,C,,,,10P Thickness,Order Sample,Random Sample,RS,,,
BKM01,Magnet LLC,250,0.6,0.36,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM01,Magnet LLC,500,0.49,0.294,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM01,Magnet LLC,1000,0.42,0.252,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM01,Magnet LLC,2500,0.4,0.24,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM01,Magnet LLC,5000,0.38,0.228,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM01,Magnet LLC,1,0.38,0.001,C,,,,10T Thickness,Order Sample,Random Sample,RS,,,
BKM02,Magnet LLC,250,0.55,0.33,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM02,Magnet LLC,500,0.42,0.252,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM02,Magnet LLC,1000,0.37,0.222,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM02,Magnet LLC,2500,0.35,0.21,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM02,Magnet LLC,5000,0.33,0.198,C,,,,10T Thickness,Order Without Logo,4 Color,10T,,,
BKM02,Magnet LLC,1,0.33,0.001,C,,,,10T Thickness,Order Sample,Random Sample,RS,,,
BL05JB,The 1919 Candy Company,250,1.24,0.744,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05JB,The 1919 Candy Company,500,1.19,0.714,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05JB,The 1919 Candy Company,1000,1.14,0.684,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05JB,The 1919 Candy Company,2500,1.09,0.654,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05JB,The 1919 Candy Company,1,1.09,0.654,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL05MM,The 1919 Candy Company,250,1.09,0.654,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05MM,The 1919 Candy Company,500,1.04,0.624,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05MM,The 1919 Candy Company,1000,0.99,0.594,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05MM,The 1919 Candy Company,2500,0.94,0.564,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05MM,The 1919 Candy Company,1,0.94,0.564,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL05SK,The 1919 Candy Company,250,1.04,0.624,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05SK,The 1919 Candy Company,500,0.99,0.594,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05SK,The 1919 Candy Company,1000,0.94,0.564,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05SK,The 1919 Candy Company,2500,0.89,0.534,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL05SK,The 1919 Candy Company,1,0.89,0.534,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL1JB,The 1919 Candy Company,250,1.79,1.074,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1JB,The 1919 Candy Company,500,1.69,1.014,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1JB,The 1919 Candy Company,1000,1.59,0.954,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1JB,The 1919 Candy Company,2500,1.49,0.894,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1JB,The 1919 Candy Company,1,1.49,0.894,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL1MM,The 1919 Candy Company,250,1.49,0.894,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1MM,The 1919 Candy Company,500,1.39,0.834,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1MM,The 1919 Candy Company,1000,1.29,0.774,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1MM,The 1919 Candy Company,2500,1.19,0.714,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1MM,The 1919 Candy Company,1,1.19,0.714,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL1SK,The 1919 Candy Company,250,1.29,0.774,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1SK,The 1919 Candy Company,500,1.19,0.714,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1SK,The 1919 Candy Company,1000,1.09,0.654,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1SK,The 1919 Candy Company,2500,0.99,0.594,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL1SK,The 1919 Candy Company,1,0.99,0.594,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2GB,The 1919 Candy Company,100,1.34,0.804,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2GB,The 1919 Candy Company,250,1.29,0.774,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2GB,The 1919 Candy Company,500,1.24,0.744,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2GB,The 1919 Candy Company,1000,1.19,0.714,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2GB,The 1919 Candy Company,1,1.19,0.714,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2GMB,The 1919 Candy Company,100,1.34,0.804,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2GMB,The 1919 Candy Company,250,1.29,0.774,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2GMB,The 1919 Candy Company,500,1.24,0.744,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2GMB,The 1919 Candy Company,1000,1.19,0.714,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2GMB,The 1919 Candy Company,1,1.19,0.714,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2HK,The 1919 Candy Company,100,2.14,1.284,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2HK,The 1919 Candy Company,250,2.09,1.254,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2HK,The 1919 Candy Company,500,2.04,1.224,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2HK,The 1919 Candy Company,1000,1.99,1.194,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2HK,The 1919 Candy Company,1,1.99,1.194,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2JB,The 1919 Candy Company,100,2.65,1.59,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2JB,The 1919 Candy Company,250,2.55,1.53,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2JB,The 1919 Candy Company,500,2.45,1.47,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2JB,The 1919 Candy Company,1000,2.35,1.41,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2JB,The 1919 Candy Company,1,2.35,1.41,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2JR,The 1919 Candy Company,100,1.54,0.924,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2JR,The 1919 Candy Company,250,1.49,0.894,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2JR,The 1919 Candy Company,500,1.44,0.864,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2JR,The 1919 Candy Company,1000,1.39,0.834,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2JR,The 1919 Candy Company,1,1.39,0.834,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2LS,The 1919 Candy Company,100,1.79,1.074,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2LS,The 1919 Candy Company,250,1.69,1.014,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2LS,The 1919 Candy Company,500,1.59,0.954,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2LS,The 1919 Candy Company,1000,1.49,0.894,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2LS,The 1919 Candy Company,1,1.49,0.894,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2MM,The 1919 Candy Company,100,1.94,1.164,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2MM,The 1919 Candy Company,250,1.89,1.134,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2MM,The 1919 Candy Company,500,1.84,1.104,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2MM,The 1919 Candy Company,1000,1.79,1.074,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2MM,The 1919 Candy Company,1,1.79,1.074,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2SB,The 1919 Candy Company,100,1.74,1.044,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SB,The 1919 Candy Company,250,1.69,1.014,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SB,The 1919 Candy Company,500,1.64,0.984,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SB,The 1919 Candy Company,1000,1.59,0.954,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SB,The 1919 Candy Company,1,1.59,0.954,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2SF,The 1919 Candy Company,100,1.64,0.984,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SF,The 1919 Candy Company,250,1.59,0.954,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SF,The 1919 Candy Company,500,1.54,0.924,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SF,The 1919 Candy Company,1000,1.49,0.894,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SF,The 1919 Candy Company,1,1.49,0.894,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2SJB,The 1919 Candy Company,100,1.34,0.804,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SJB,The 1919 Candy Company,250,1.29,0.774,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SJB,The 1919 Candy Company,500,1.24,0.744,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SJB,The 1919 Candy Company,1000,1.19,0.714,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SJB,The 1919 Candy Company,1,1.19,0.714,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2SK,The 1919 Candy Company,100,1.64,0.984,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SK,The 1919 Candy Company,250,1.59,0.954,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SK,The 1919 Candy Company,500,1.54,0.924,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SK,The 1919 Candy Company,1000,1.49,0.894,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SK,The 1919 Candy Company,1,1.49,0.894,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2SPM,The 1919 Candy Company,100,1.44,0.864,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SPM,The 1919 Candy Company,250,1.39,0.834,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SPM,The 1919 Candy Company,500,1.34,0.804,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SPM,The 1919 Candy Company,1000,1.29,0.774,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SPM,The 1919 Candy Company,1,1.29,0.774,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL2SSM,The 1919 Candy Company,100,1.44,0.864,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SSM,The 1919 Candy Company,250,1.39,0.834,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SSM,The 1919 Candy Company,500,1.34,0.804,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SSM,The 1919 Candy Company,1000,1.29,0.774,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL2SSM,The 1919 Candy Company,1,1.29,0.774,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4GB,The 1919 Candy Company,100,2.14,1.284,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4GB,The 1919 Candy Company,250,2.09,1.254,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4GB,The 1919 Candy Company,500,2.04,1.224,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4GB,The 1919 Candy Company,1000,1.99,1.194,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4GB,The 1919 Candy Company,1,1.99,1.194,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4GMB,The 1919 Candy Company,100,2.14,1.284,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4GMB,The 1919 Candy Company,250,2.09,1.254,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4GMB,The 1919 Candy Company,500,2.04,1.224,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4GMB,The 1919 Candy Company,1000,1.99,1.194,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4GMB,The 1919 Candy Company,1,1.99,1.194,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4HK,The 1919 Candy Company,100,3.59,2.154,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4HK,The 1919 Candy Company,250,3.49,2.094,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4HK,The 1919 Candy Company,500,3.39,2.034,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4HK,The 1919 Candy Company,1000,3.29,1.974,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4HK,The 1919 Candy Company,1,3.29,1.974,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4JB,The 1919 Candy Company,100,4.39,2.634,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4JB,The 1919 Candy Company,250,4.29,2.574,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4JB,The 1919 Candy Company,500,4.19,2.514,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4JB,The 1919 Candy Company,1000,4.09,2.454,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4JB,The 1919 Candy Company,1,4.09,2.454,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4JR,The 1919 Candy Company,100,2.49,1.494,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4JR,The 1919 Candy Company,250,2.39,1.434,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4JR,The 1919 Candy Company,500,2.29,1.374,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4JR,The 1919 Candy Company,1000,2.19,1.314,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4JR,The 1919 Candy Company,1,2.19,1.314,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4LS,The 1919 Candy Company,100,2.49,1.494,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4LS,The 1919 Candy Company,250,2.39,1.434,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4LS,The 1919 Candy Company,500,2.29,1.374,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4LS,The 1919 Candy Company,1000,2.19,1.314,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4LS,The 1919 Candy Company,1,2.19,1.314,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4MM,The 1919 Candy Company,100,3.39,2.034,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4MM,The 1919 Candy Company,250,3.29,1.974,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4MM,The 1919 Candy Company,500,3.19,1.914,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4MM,The 1919 Candy Company,1000,3.09,1.854,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4MM,The 1919 Candy Company,1,3.09,1.854,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4SB,The 1919 Candy Company,100,2.69,1.614,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SB,The 1919 Candy Company,250,2.59,1.554,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SB,The 1919 Candy Company,500,2.49,1.494,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SB,The 1919 Candy Company,1000,2.39,1.434,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SB,The 1919 Candy Company,1,2.39,1.434,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4SF,The 1919 Candy Company,100,2.59,1.554,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SF,The 1919 Candy Company,250,2.49,1.494,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SF,The 1919 Candy Company,500,2.39,1.434,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SF,The 1919 Candy Company,1000,2.29,1.374,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SF,The 1919 Candy Company,1,2.29,1.374,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4SJB,The 1919 Candy Company,100,2.14,1.284,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SJB,The 1919 Candy Company,250,2.09,1.254,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SJB,The 1919 Candy Company,500,2.04,1.224,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SJB,The 1919 Candy Company,1000,1.99,1.194,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SJB,The 1919 Candy Company,1,1.99,1.194,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4SK,The 1919 Candy Company,100,2.59,1.554,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SK,The 1919 Candy Company,250,2.49,1.494,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SK,The 1919 Candy Company,500,2.39,1.434,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SK,The 1919 Candy Company,1000,2.29,1.374,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SK,The 1919 Candy Company,1,2.29,1.374,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4SPM,The 1919 Candy Company,100,2.49,1.494,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SPM,The 1919 Candy Company,250,2.39,1.434,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SPM,The 1919 Candy Company,500,2.29,1.374,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SPM,The 1919 Candy Company,1000,2.19,1.314,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SPM,The 1919 Candy Company,1,2.19,1.314,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BL4SSM,The 1919 Candy Company,100,2.49,1.494,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SSM,The 1919 Candy Company,250,2.39,1.434,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SSM,The 1919 Candy Company,500,2.29,1.374,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SSM,The 1919 Candy Company,1000,2.19,1.314,C,,,,4 Color Process Label,Order Without Logo,See Price Method,4L,50,40,G
BL4SSM,The 1919 Candy Company,1,2.19,1.314,C,,,,4 Color Process Label,Order Sample,Random Sample,RS,,,
BTM01,Innovations,250,0.92,0.552,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM01,Innovations,500,0.81,0.486,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM01,Innovations,1000,0.71,0.426,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM01,Innovations,2500,0.61,0.366,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM01,Innovations,1,0.61,0.366,C,,,,50# Thickness,Order Sample,Random Sample,RS,,,
BTM02,Innovations,250,0.95,0.57,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM02,Innovations,500,0.84,0.504,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM02,Innovations,1000,0.74,0.444,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM02,Innovations,2500,0.64,0.384,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM02,Innovations,1,0.64,0.384,C,,,,50# Thickness,Order Sample,Random Sample,RS,,,
BTM03,Innovations,250,1.08,0.648,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM03,Innovations,500,0.97,0.582,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM03,Innovations,1000,0.87,0.522,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM03,Innovations,2500,0.77,0.462,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
BTM03,Innovations,1,0.77,0.462,C,,,,50# Thickness,Order Sample,Random Sample,RS,,,
BTM04,Innovations,250,1.02,0.612,C,,,,50# Thickness,Order Without Logo,4 Color,50#,50,40,G
