"ItemNumber","BrandName","PriceMethod","PricingKey","PrintMethod","AllowPMSColor","StockColorCode","PMSColorID","ColorSwatch","stock_pms_swatch","stock_pms"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG161","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG162","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG163","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG214","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG223","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG225","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG226","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
