"ItemNumber","BrandName","PriceMethod","PricingKey","PrintMethod","AllowPMSColor","StockColorCode","PMSColorID","ColorSwatch","stock_pms_swatch","stock_pms"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG139","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG140","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG141","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG143","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
"BG144","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Yellow","Pantone Yellow","yellow.gif","<img src =""yellow.gif "" alt =""Yellow (Pantone Yellow )"" />","Yellow (Pantone Yellow)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Athletic Gold","PMS1235","athleticgold.gif","<img src =""athleticgold.gif "" alt =""Athletic Gold (PMS1235 )"" />","Athletic Gold (PMS1235)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Black","Pantone Black","black.gif","<img src =""black.gif "" alt =""Black (Pantone Black )"" />","Black (Pantone Black)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Brown","PMS469","brown.gif","<img src =""brown.gif "" alt =""Brown (PMS469 )"" />","Brown (PMS469)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Burgundy","PMS202","burgundy.gif","<img src =""burgundy.gif "" alt =""Burgundy (PMS202 )"" />","Burgundy (PMS202)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Blue/Navy","PMS281","navy.gif","<img src =""navy.gif "" alt =""Dark Blue/Navy (PMS281 )"" />","Dark Blue/Navy (PMS281)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Green","PMS349","darkgreen.gif","<img src =""darkgreen.gif "" alt =""Dark Green (PMS349 )"" />","Dark Green (PMS349)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Dark Orange","PMS167","darkorange.gif","<img src =""darkorange.gif "" alt =""Dark Orange (PMS167 )"" />","Dark Orange (PMS167)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gold Metallic","PMS871","goldmetallic.gif","<img src =""goldmetallic.gif "" alt =""Gold Metallic (PMS871 )"" />","Gold Metallic (PMS871)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Gray","PMS430","gray.gif","<img src =""gray.gif "" alt =""Gray (PMS430 )"" />","Gray (PMS430)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Green","PMS347","green.gif","<img src =""green.gif "" alt =""Green (PMS347 )"" />","Green (PMS347)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Khaki","PMS466","khaki.gif","<img src =""khaki.gif "" alt =""Khaki (PMS466 )"" />","Khaki (PMS466)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Blue","Process Blue","lightblue.gif","<img src =""lightblue.gif "" alt =""Light Blue (Process Blue )"" />","Light Blue (Process Blue)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Light Gray","PMS420","lightgray.gif","<img src =""lightgray.gif "" alt =""Light Gray (PMS420 )"" />","Light Gray (PMS420)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Medium Blue","Reflex Blue","mediumblue.gif","<img src =""mediumblue.gif "" alt =""Medium Blue (Reflex Blue )"" />","Medium Blue (Reflex Blue)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Orange","PMS165","orange.gif","<img src =""orange.gif "" alt =""Orange (PMS165 )"" />","Orange (PMS165)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Pink","PMS230","pink.gif","<img src =""pink.gif "" alt =""Pink (PMS230 )"" />","Pink (PMS230)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Purple","PMS266","purple.gif","<img src =""purple.gif "" alt =""Purple (PMS266 )"" />","Purple (PMS266)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Red","PMS186","red.gif","<img src =""red.gif "" alt =""Red (PMS186 )"" />","Red (PMS186)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Royal Blue","PMS286","royalblue.gif","<img src =""royalblue.gif "" alt =""Royal Blue (PMS286 )"" />","Royal Blue (PMS286)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Silver Metallic","PMS877","silvermetallic.gif","<img src =""silvermetallic.gif "" alt =""Silver Metallic (PMS877 )"" />","Silver Metallic (PMS877)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Tan","PMS728","tan.gif","<img src =""tan.gif "" alt =""Tan (PMS728 )"" />","Tan (PMS728)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","Teal","PMS320","teal.gif","<img src =""teal.gif "" alt =""Teal (PMS320 )"" />","Teal (PMS320)"
"BG145","The Bag Factory","1 Color 1 Location","TP","See Price Method","N","White","White","white.gif","<img src =""white.gif "" alt =""White (White )"" />","White (White)"
