"ItemNumber","PricingKey","PriceMethod","MaxNumSpotColors","stock_pms_swatch","stock_pms"
"BG278","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG278","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG278","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG278","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG278","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG278","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG278","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG278","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG278","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG278","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG278","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG278","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG278","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG278","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG278","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG278","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG278","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG278","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG278","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG278","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG278","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG279","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG279","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG279","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG279","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG279","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG279","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG279","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG279","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG279","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG279","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG279","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG279","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG279","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG279","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG279","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG279","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG279","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG279","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG279","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG279","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG279","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG279","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG279","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG279","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG284","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG284","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG284","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG284","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG284","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG284","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG284","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG284","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG284","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG284","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG284","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG284","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG284","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG284","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG284","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG284","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG284","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG284","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG284","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG284","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG284","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG284","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG284","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG284","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG287","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG287","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG287","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG287","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG287","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG287","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG287","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG287","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG287","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG287","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG287","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG287","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG287","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG287","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG287","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG287","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG287","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG287","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG287","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG287","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG287","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG287","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG287","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG287","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG288","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG288","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG288","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG288","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG288","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG288","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG288","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG288","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG288","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG288","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG288","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG288","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG288","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG288","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG288","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG288","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG288","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG288","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG288","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG288","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG288","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG288","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG288","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG288","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG295","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG295","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG295","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG295","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG295","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG295","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG295","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG295","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG295","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG295","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG295","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG295","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG295","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG295","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG295","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG295","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG295","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG295","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG295","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG295","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG295","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG295","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG295","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG295","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG295CM","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG296","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG296","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG296","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG296","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG296","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG296","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG296","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG296","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG296","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG296","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG296","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG296","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG296","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG296","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG296","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG296","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG296","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG296","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG296","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG296","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG296","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG296","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG296","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG296","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
