"ItemNumber","PricingKey","PriceMethod","MaxNumSpotColors","stock_pms_swatch","stock_pms"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG296DGCM","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG300","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG300","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG300","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG300","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG300","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG300","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG300","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG300","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG300","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG300","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG300","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG300","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG300","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG300","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG300","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG300","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG300","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG300","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG300","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG300","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG300","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG300","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG300","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG300","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG301","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG301","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG301","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG301","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG301","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG301","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG301","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG301","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG301","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG301","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG301","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG301","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG301","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG301","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG301","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG301","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG301","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG301","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG301","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG301","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG301","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG301","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG301","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG301","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG302","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG302","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG302","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG302","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG302","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG302","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG302","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG302","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG302","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG302","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG302","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG302","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG302","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG302","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG302","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG302","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG302","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG302","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG302","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG302","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG302","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG302","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG302","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG302","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
"BG305","TP","1 Color 1 Location","3","<img src ="" athleticgold.gif "" alt ="" Athletic Gold ""  /> Athletic Gold (PMS1235)","Athletic Gold (PMS1235)"
"BG305","TP","1 Color 1 Location","3","<img src ="" black.gif "" alt ="" Black ""  /> Black (Pantone Black)","Black (Pantone Black)"
"BG305","TP","1 Color 1 Location","3","<img src ="" brown.gif "" alt ="" Brown ""  /> Brown (PMS469)","Brown (PMS469)"
"BG305","TP","1 Color 1 Location","3","<img src ="" burgundy.gif "" alt ="" Burgundy ""  /> Burgundy (PMS202)","Burgundy (PMS202)"
"BG305","TP","1 Color 1 Location","3","<img src ="" navy.gif "" alt ="" Dark Blue/Navy ""  /> Dark Blue/Navy (PMS281)","Dark Blue/Navy (PMS281)"
"BG305","TP","1 Color 1 Location","3","<img src ="" darkgreen.gif "" alt ="" Dark Green ""  /> Dark Green (PMS349)","Dark Green (PMS349)"
"BG305","TP","1 Color 1 Location","3","<img src ="" darkorange.gif "" alt ="" Dark Orange ""  /> Dark Orange (PMS167)","Dark Orange (PMS167)"
"BG305","TP","1 Color 1 Location","3","<img src ="" goldmetallic.gif "" alt ="" Gold Metallic ""  /> Gold Metallic (PMS871)","Gold Metallic (PMS871)"
"BG305","TP","1 Color 1 Location","3","<img src ="" gray.gif "" alt ="" Gray ""  /> Gray (PMS430)","Gray (PMS430)"
"BG305","TP","1 Color 1 Location","3","<img src ="" green.gif "" alt ="" Green ""  /> Green (PMS347)","Green (PMS347)"
"BG305","TP","1 Color 1 Location","3","<img src ="" khaki.gif "" alt ="" Khaki ""  /> Khaki (PMS466)","Khaki (PMS466)"
"BG305","TP","1 Color 1 Location","3","<img src ="" lightblue.gif "" alt ="" Light Blue ""  /> Light Blue (Process Blue)","Light Blue (Process Blue)"
"BG305","TP","1 Color 1 Location","3","<img src ="" lightgray.gif "" alt ="" Light Gray ""  /> Light Gray (PMS420)","Light Gray (PMS420)"
"BG305","TP","1 Color 1 Location","3","<img src ="" mediumblue.gif "" alt ="" Medium Blue ""  /> Medium Blue (Reflex Blue)","Medium Blue (Reflex Blue)"
"BG305","TP","1 Color 1 Location","3","<img src ="" orange.gif "" alt ="" Orange ""  /> Orange (PMS165)","Orange (PMS165)"
"BG305","TP","1 Color 1 Location","3","<img src ="" pink.gif "" alt ="" Pink ""  /> Pink (PMS230)","Pink (PMS230)"
"BG305","TP","1 Color 1 Location","3","<img src ="" purple.gif "" alt ="" Purple ""  /> Purple (PMS266)","Purple (PMS266)"
"BG305","TP","1 Color 1 Location","3","<img src ="" red.gif "" alt ="" Red ""  /> Red (PMS186)","Red (PMS186)"
"BG305","TP","1 Color 1 Location","3","<img src ="" royalblue.gif "" alt ="" Royal Blue ""  /> Royal Blue (PMS286)","Royal Blue (PMS286)"
"BG305","TP","1 Color 1 Location","3","<img src ="" silvermetallic.gif "" alt ="" Silver Metallic ""  /> Silver Metallic (PMS877)","Silver Metallic (PMS877)"
"BG305","TP","1 Color 1 Location","3","<img src ="" tan.gif "" alt ="" Tan ""  /> Tan (PMS728)","Tan (PMS728)"
"BG305","TP","1 Color 1 Location","3","<img src ="" teal.gif "" alt ="" Teal ""  /> Teal (PMS320)","Teal (PMS320)"
"BG305","TP","1 Color 1 Location","3","<img src ="" white.gif "" alt ="" White ""  /> White (White)","White (White)"
"BG305","TP","1 Color 1 Location","3","<img src ="" yellow.gif "" alt ="" Yellow ""  /> Yellow (Pantone Yellow)","Yellow (Pantone Yellow)"
