QuantityBreak,CatalogPrice,StandardNetPrice,DiscountCode,AddColorPrice,AddColorDiscountCode,AddColorNetPrice,Quantities_Id,Price_Id,CurrencyCode,AsLowAsCatalog,AsLowAsNet,Prices_Id,DecorationMethod_Id,PrintMethod,Select an Option Below,PriceMethod,PricingKey,DecorationMethods_Id,Product_Id,ItemNumber,BrandName,AdditionalCharges_Id,AdditionalChargeItemDescription,AdditionalChargeCatalogPrice,AdditionalChargeDiscountCode,AdditionalChargeNetPrice,SetupChargeCatalogPrice,NetSetupCharge,NetRepeatSetupCharge,MaxNumSpotColors,MaximumColorsAllowed
100,21.99,13.194,C,0.5,G,0.4,434,434,USD,21.99,13.194,217,217,See Price Method,Place Order With Logo,1 Color 1 Location,TP,31,31,BG270,The Bag Factory,217,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,21.99,13.2,C,0.5,G,0,436,436,USD,0,13.2,218,218,Random Sample,Order Sample,1 Color 1 Location,RS,31,31,BG270,The Bag Factory,218,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,29.29,17.574,C,,,,438,438,USD,23.49,14.094,219,219,See Price Method,Place Order With Logo,4 Color Process,TF,31,31,BG270,The Bag Factory,219,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,26.99,16.194,C,,,,438,438,USD,23.49,14.094,219,219,See Price Method,Place Order With Logo,4 Color Process,TF,31,31,BG270,The Bag Factory,219,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,25.29,15.174,C,,,,438,438,USD,23.49,14.094,219,219,See Price Method,Place Order With Logo,4 Color Process,TF,31,31,BG270,The Bag Factory,219,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,23.49,14.094,C,,,,438,438,USD,23.49,14.094,219,219,See Price Method,Place Order With Logo,4 Color Process,TF,31,31,BG270,The Bag Factory,219,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,23.49,14.1,C,,,,440,440,USD,0,14.1,220,220,Random Sample,Order Sample,4 Color Process,RS,31,31,BG270,The Bag Factory,220,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,21.99,13.194,C,,,,442,442,USD,21.99,13.194,221,221,See Price Method,Order Without Logo,Blank,BL,31,31,BG270,The Bag Factory,221,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,21.99,13.194,C,,,,442,442,USD,21.99,13.194,221,221,See Price Method,Order Without Logo,Blank,BL,31,31,BG270,The Bag Factory,221,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,21.99,13.194,C,,,,442,442,USD,21.99,13.194,221,221,See Price Method,Order Without Logo,Blank,BL,31,31,BG270,The Bag Factory,221,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,21.99,13.194,C,,,,442,442,USD,21.99,13.194,221,221,See Price Method,Order Without Logo,Blank,BL,31,31,BG270,The Bag Factory,221,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,29.79,17.874,C,,,,444,444,USD,23.99,14.394,222,222,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,31,31,BG270,The Bag Factory,222,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,27.49,16.494,C,,,,444,444,USD,23.99,14.394,222,222,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,31,31,BG270,The Bag Factory,222,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,25.79,15.474,C,,,,444,444,USD,23.99,14.394,222,222,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,31,31,BG270,The Bag Factory,222,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,23.99,14.394,C,,,,444,444,USD,23.99,14.394,222,222,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,31,31,BG270,The Bag Factory,222,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,23.99,14.4,C,,,,446,446,USD,0,14.4,223,223,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,31,31,BG270,The Bag Factory,223,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,28.99,17.394,C,0.5,G,0.4,448,448,USD,22.99,13.794,224,224,See Price Method,Place Order With Logo,1 Color 1 Location,TP,32,32,BG271,The Bag Factory,224,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,26.59,15.954,C,0.5,G,0.4,448,448,USD,22.99,13.794,224,224,See Price Method,Place Order With Logo,1 Color 1 Location,TP,32,32,BG271,The Bag Factory,224,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,24.79,14.874,C,0.5,G,0.4,448,448,USD,22.99,13.794,224,224,See Price Method,Place Order With Logo,1 Color 1 Location,TP,32,32,BG271,The Bag Factory,224,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,22.99,13.794,C,0.5,G,0.4,448,448,USD,22.99,13.794,224,224,See Price Method,Place Order With Logo,1 Color 1 Location,TP,32,32,BG271,The Bag Factory,224,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,22.99,13.8,C,0.5,G,0,450,450,USD,0,13.8,225,225,Random Sample,Order Sample,1 Color 1 Location,RS,32,32,BG271,The Bag Factory,225,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,30.49,18.294,C,0.5,G,0.4,452,452,USD,24.49,14.694,226,226,See Price Method,Place Order With Logo,4 Color Process,T4,32,32,BG271,The Bag Factory,226,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,28.09,16.854,C,0.5,G,0.4,452,452,USD,24.49,14.694,226,226,See Price Method,Place Order With Logo,4 Color Process,T4,32,32,BG271,The Bag Factory,226,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,26.29,15.774,C,0.5,G,0.4,452,452,USD,24.49,14.694,226,226,See Price Method,Place Order With Logo,4 Color Process,T4,32,32,BG271,The Bag Factory,226,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,24.49,14.694,C,0.5,G,0.4,452,452,USD,24.49,14.694,226,226,See Price Method,Place Order With Logo,4 Color Process,T4,32,32,BG271,The Bag Factory,226,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,24.49,14.7,C,0.5,G,0,454,454,USD,0,14.7,227,227,Random Sample,Order Sample,4 Color Process,RS,32,32,BG271,The Bag Factory,227,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,22.99,13.794,C,,,,456,456,USD,22.99,13.794,228,228,See Price Method,Order Without Logo,Blank,BL,32,32,BG271,The Bag Factory,228,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,22.99,13.794,C,,,,456,456,USD,22.99,13.794,228,228,See Price Method,Order Without Logo,Blank,BL,32,32,BG271,The Bag Factory,228,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,22.99,13.794,C,,,,456,456,USD,22.99,13.794,228,228,See Price Method,Order Without Logo,Blank,BL,32,32,BG271,The Bag Factory,228,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,22.99,13.794,C,,,,456,456,USD,22.99,13.794,228,228,See Price Method,Order Without Logo,Blank,BL,32,32,BG271,The Bag Factory,228,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,30.99,18.594,C,,,,458,458,USD,24.99,14.994,229,229,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,32,32,BG271,The Bag Factory,229,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,28.59,17.154,C,,,,458,458,USD,24.99,14.994,229,229,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,32,32,BG271,The Bag Factory,229,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,26.79,16.074,C,,,,458,458,USD,24.99,14.994,229,229,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,32,32,BG271,The Bag Factory,229,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,24.99,14.994,C,,,,458,458,USD,24.99,14.994,229,229,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,32,32,BG271,The Bag Factory,229,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,24.99,15,C,,,,460,460,USD,0,15,230,230,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,32,32,BG271,The Bag Factory,230,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,19.99,11.994,C,0.5,G,0.4,462,462,USD,16.99,10.194,231,231,See Price Method,Place Order With Logo,1 Color 1 Location,TP,33,33,BG274,The Bag Factory,231,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,18.99,11.394,C,0.5,G,0.4,462,462,USD,16.99,10.194,231,231,See Price Method,Place Order With Logo,1 Color 1 Location,TP,33,33,BG274,The Bag Factory,231,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,17.99,10.794,C,0.5,G,0.4,462,462,USD,16.99,10.194,231,231,See Price Method,Place Order With Logo,1 Color 1 Location,TP,33,33,BG274,The Bag Factory,231,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,16.99,10.194,C,0.5,G,0.4,462,462,USD,16.99,10.194,231,231,See Price Method,Place Order With Logo,1 Color 1 Location,TP,33,33,BG274,The Bag Factory,231,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,16.99,10.2,C,,,,464,464,USD,0,10.2,232,232,Random Sample,Order Sample,1 Color 1 Location,RS,33,33,BG274,The Bag Factory,232,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,21.49,12.894,C,,,,466,466,USD,18.49,11.094,233,233,See Price Method,Place Order With Logo,4 Color Process,TF,33,33,BG274,The Bag Factory,233,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,20.49,12.294,C,,,,466,466,USD,18.49,11.094,233,233,See Price Method,Place Order With Logo,4 Color Process,TF,33,33,BG274,The Bag Factory,233,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,19.49,11.694,C,,,,466,466,USD,18.49,11.094,233,233,See Price Method,Place Order With Logo,4 Color Process,TF,33,33,BG274,The Bag Factory,233,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
250,18.49,11.094,C,,,,466,466,USD,18.49,11.094,233,233,See Price Method,Place Order With Logo,4 Color Process,TF,33,33,BG274,The Bag Factory,233,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,18.49,11.1,C,,,,468,468,USD,0,11.1,234,234,Random Sample,Order Sample,4 Color Process,RS,33,33,BG274,The Bag Factory,234,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,21.99,13.194,C,,,,470,470,USD,18.99,11.394,235,235,See Price Method,Place Order With Logo,4 Color Process Dome,DM,33,33,BG274,The Bag Factory,235,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,20.99,12.594,C,,,,470,470,USD,18.99,11.394,235,235,See Price Method,Place Order With Logo,4 Color Process Dome,DM,33,33,BG274,The Bag Factory,235,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,19.99,11.994,C,,,,470,470,USD,18.99,11.394,235,235,See Price Method,Place Order With Logo,4 Color Process Dome,DM,33,33,BG274,The Bag Factory,235,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
250,18.99,11.394,C,,,,470,470,USD,18.99,11.394,235,235,See Price Method,Place Order With Logo,4 Color Process Dome,DM,33,33,BG274,The Bag Factory,235,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,18.99,11.4,C,,,,472,472,USD,0,11.4,236,236,Random Sample,Order Sample,4 Color Process Dome,RS,33,33,BG274,The Bag Factory,236,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,16.99,10.194,C,,,,474,474,USD,16.99,10.194,237,237,See Price Method,Order Without Logo,Blank,BL,33,33,BG274,The Bag Factory,237,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,16.99,10.194,C,,,,474,474,USD,16.99,10.194,237,237,See Price Method,Order Without Logo,Blank,BL,33,33,BG274,The Bag Factory,237,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,16.99,10.194,C,,,,474,474,USD,16.99,10.194,237,237,See Price Method,Order Without Logo,Blank,BL,33,33,BG274,The Bag Factory,237,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,16.99,10.194,C,,,,474,474,USD,16.99,10.194,237,237,See Price Method,Order Without Logo,Blank,BL,33,33,BG274,The Bag Factory,237,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,21.99,13.194,C,,,,476,476,USD,18.99,11.394,238,238,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,33,33,BG274,The Bag Factory,238,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,20.99,12.594,C,,,,476,476,USD,18.99,11.394,238,238,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,33,33,BG274,The Bag Factory,238,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,19.99,11.994,C,,,,476,476,USD,18.99,11.394,238,238,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,33,33,BG274,The Bag Factory,238,Additional Stitches,0.35,G,0.28,50,40,20,4,9
250,18.99,11.394,C,,,,476,476,USD,18.99,11.394,238,238,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,33,33,BG274,The Bag Factory,238,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,18.99,11.4,C,,,,478,478,USD,0,11.4,239,239,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,33,33,BG274,The Bag Factory,239,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,49.99,29.994,C,,,,480,480,USD,39.99,23.994,240,240,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,34,34,BG275,The Bag Factory,240,Additional Stitches,0.35,G,0.28,50,40,20,4,9
12,45.99,27.594,C,,,,480,480,USD,39.99,23.994,240,240,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,34,34,BG275,The Bag Factory,240,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,42.99,25.794,C,,,,480,480,USD,39.99,23.994,240,240,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,34,34,BG275,The Bag Factory,240,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,39.99,23.994,C,,,,480,480,USD,39.99,23.994,240,240,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,34,34,BG275,The Bag Factory,240,Additional Stitches,0.35,G,0.28,50,40,20,4,9
6,39.99,23.994,C,,,,482,482,USD,39.99,23.994,241,241,See Price Method,Order Without Logo,Blank,BL,34,34,BG275,The Bag Factory,241,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,39.99,23.994,C,,,,482,482,USD,39.99,23.994,241,241,See Price Method,Order Without Logo,Blank,BL,34,34,BG275,The Bag Factory,241,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,39.99,23.994,C,,,,482,482,USD,39.99,23.994,241,241,See Price Method,Order Without Logo,Blank,BL,34,34,BG275,The Bag Factory,241,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,39.99,23.994,C,,,,482,482,USD,39.99,23.994,241,241,See Price Method,Order Without Logo,Blank,BL,34,34,BG275,The Bag Factory,241,Drop Shipment Charge,8.5,G,6.8,,,,0,
1,39.99,24,C,,,,484,484,USD,0,24,242,242,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,34,34,BG275,The Bag Factory,242,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,62.99,37.794,C,,,,486,486,USD,49.99,29.994,243,243,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,35,35,BG276,The Bag Factory,243,Additional Stitches,0.35,G,0.28,50,40,20,4,9
12,57.79,34.674,C,,,,486,486,USD,49.99,29.994,243,243,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,35,35,BG276,The Bag Factory,243,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,53.99,32.394,C,,,,486,486,USD,49.99,29.994,243,243,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,35,35,BG276,The Bag Factory,243,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,49.99,29.994,C,,,,486,486,USD,49.99,29.994,243,243,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,35,35,BG276,The Bag Factory,243,Additional Stitches,0.35,G,0.28,50,40,20,4,9
6,49.99,29.994,C,,,,488,488,USD,49.99,29.994,244,244,See Price Method,Order Without Logo,Blank,BL,35,35,BG276,The Bag Factory,244,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,49.99,29.994,C,,,,488,488,USD,49.99,29.994,244,244,See Price Method,Order Without Logo,Blank,BL,35,35,BG276,The Bag Factory,244,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,49.99,29.994,C,,,,488,488,USD,49.99,29.994,244,244,See Price Method,Order Without Logo,Blank,BL,35,35,BG276,The Bag Factory,244,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,49.99,29.994,C,,,,488,488,USD,49.99,29.994,244,244,See Price Method,Order Without Logo,Blank,BL,35,35,BG276,The Bag Factory,244,Drop Shipment Charge,8.5,G,6.8,,,,0,
1,49.99,30,C,,,,490,490,USD,0,30,245,245,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,35,35,BG276,The Bag Factory,245,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,66.79,40.074,C,0.5,G,0.4,492,492,USD,52.99,31.794,246,246,See Price Method,Place Order With Logo,1 Color 1 Location,TP,36,36,BG277,The Bag Factory,246,PMS Color Match,30,G,24,50,40,20,3,5
12,61.29,36.774,C,0.5,G,0.4,492,492,USD,52.99,31.794,246,246,See Price Method,Place Order With Logo,1 Color 1 Location,TP,36,36,BG277,The Bag Factory,246,PMS Color Match,30,G,24,50,40,20,3,5
25,57.29,34.374,C,0.5,G,0.4,492,492,USD,52.99,31.794,246,246,See Price Method,Place Order With Logo,1 Color 1 Location,TP,36,36,BG277,The Bag Factory,246,PMS Color Match,30,G,24,50,40,20,3,5
50,52.99,31.794,C,0.5,G,0.4,492,492,USD,52.99,31.794,246,246,See Price Method,Place Order With Logo,1 Color 1 Location,TP,36,36,BG277,The Bag Factory,246,PMS Color Match,30,G,24,50,40,20,3,5
1,52.99,31.8,C,,,,494,494,USD,0,31.8,247,247,Random Sample,Order Sample,1 Color 1 Location,RS,36,36,BG277,The Bag Factory,247,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,52.99,31.794,C,,,,496,496,USD,52.99,31.794,248,248,See Price Method,Order Without Logo,Blank,BL,36,36,BG277,The Bag Factory,248,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,52.99,31.794,C,,,,496,496,USD,52.99,31.794,248,248,See Price Method,Order Without Logo,Blank,BL,36,36,BG277,The Bag Factory,248,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,52.99,31.794,C,,,,496,496,USD,52.99,31.794,248,248,See Price Method,Order Without Logo,Blank,BL,36,36,BG277,The Bag Factory,248,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,52.99,31.794,C,,,,496,496,USD,52.99,31.794,248,248,See Price Method,Order Without Logo,Blank,BL,36,36,BG277,The Bag Factory,248,Drop Shipment Charge,8.5,G,6.8,,,,0,
6,68.79,41.274,C,,,,498,498,USD,54.99,32.994,249,249,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,36,36,BG277,The Bag Factory,249,Additional Stitches,0.35,G,0.28,50,40,20,4,9
12,63.29,37.974,C,,,,498,498,USD,54.99,32.994,249,249,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,36,36,BG277,The Bag Factory,249,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,59.29,35.574,C,,,,498,498,USD,54.99,32.994,249,249,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,36,36,BG277,The Bag Factory,249,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,54.99,32.994,C,,,,498,498,USD,54.99,32.994,249,249,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,36,36,BG277,The Bag Factory,249,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,54.99,33,C,,,,500,500,USD,0,33,250,250,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,36,36,BG277,The Bag Factory,250,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,45.39,27.234,C,0.5,G,0.4,502,502,USD,35.99,21.594,251,251,See Price Method,Place Order With Logo,1 Color 1 Location,TP,37,37,BG278,The Bag Factory,251,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
12,41.59,24.954,C,0.5,G,0.4,502,502,USD,35.99,21.594,251,251,See Price Method,Place Order With Logo,1 Color 1 Location,TP,37,37,BG278,The Bag Factory,251,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,38.89,23.334,C,0.5,G,0.4,502,502,USD,35.99,21.594,251,251,See Price Method,Place Order With Logo,1 Color 1 Location,TP,37,37,BG278,The Bag Factory,251,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,35.99,21.594,C,0.5,G,0.4,502,502,USD,35.99,21.594,251,251,See Price Method,Place Order With Logo,1 Color 1 Location,TP,37,37,BG278,The Bag Factory,251,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,35.99,21.6,C,,,,504,504,USD,0,21.6,252,252,Random Sample,Order Sample,1 Color 1 Location,RS,37,37,BG278,The Bag Factory,252,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,46.89,28.134,C,,,,506,506,USD,37.49,22.494,253,253,See Price Method,Place Order With Logo,4 Color Process,TF,37,37,BG278,The Bag Factory,253,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
12,43.09,25.854,C,,,,506,506,USD,37.49,22.494,253,253,See Price Method,Place Order With Logo,4 Color Process,TF,37,37,BG278,The Bag Factory,253,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,40.39,24.234,C,,,,506,506,USD,37.49,22.494,253,253,See Price Method,Place Order With Logo,4 Color Process,TF,37,37,BG278,The Bag Factory,253,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,37.49,22.494,C,,,,506,506,USD,37.49,22.494,253,253,See Price Method,Place Order With Logo,4 Color Process,TF,37,37,BG278,The Bag Factory,253,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,37.49,22.5,C,,,,508,508,USD,0,22.5,254,254,Random Sample,Order Sample,4 Color Process,RS,37,37,BG278,The Bag Factory,254,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,47.39,28.434,C,,,,510,510,USD,37.99,22.794,255,255,See Price Method,Place Order With Logo,4 Color Process Dome,DM,37,37,BG278,The Bag Factory,255,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
12,43.59,26.154,C,,,,510,510,USD,37.99,22.794,255,255,See Price Method,Place Order With Logo,4 Color Process Dome,DM,37,37,BG278,The Bag Factory,255,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,40.89,24.534,C,,,,510,510,USD,37.99,22.794,255,255,See Price Method,Place Order With Logo,4 Color Process Dome,DM,37,37,BG278,The Bag Factory,255,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,37.99,22.794,C,,,,510,510,USD,37.99,22.794,255,255,See Price Method,Place Order With Logo,4 Color Process Dome,DM,37,37,BG278,The Bag Factory,255,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,37.99,22.8,C,,,,512,512,USD,0,22.8,256,256,Random Sample,Order Sample,4 Color Process Dome,RS,37,37,BG278,The Bag Factory,256,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,35.99,21.594,C,,,,514,514,USD,35.99,21.594,257,257,See Price Method,Order Without Logo,Blank,BL,37,37,BG278,The Bag Factory,257,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,35.99,21.594,C,,,,514,514,USD,35.99,21.594,257,257,See Price Method,Order Without Logo,Blank,BL,37,37,BG278,The Bag Factory,257,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,35.99,21.594,C,,,,514,514,USD,35.99,21.594,257,257,See Price Method,Order Without Logo,Blank,BL,37,37,BG278,The Bag Factory,257,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,35.99,21.594,C,,,,514,514,USD,35.99,21.594,257,257,See Price Method,Order Without Logo,Blank,BL,37,37,BG278,The Bag Factory,257,Drop Shipment Charge,8.5,G,6.8,,,,0,
6,47.39,28.434,C,,,,516,516,USD,37.99,22.794,258,258,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,37,37,BG278,The Bag Factory,258,Additional Stitches,0.35,G,0.28,50,40,20,4,9
12,43.59,26.154,C,,,,516,516,USD,37.99,22.794,258,258,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,37,37,BG278,The Bag Factory,258,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,40.89,24.534,C,,,,516,516,USD,37.99,22.794,258,258,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,37,37,BG278,The Bag Factory,258,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,37.99,22.794,C,,,,516,516,USD,37.99,22.794,258,258,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,37,37,BG278,The Bag Factory,258,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,37.99,22.8,C,,,,518,518,USD,0,22.8,259,259,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,37,37,BG278,The Bag Factory,259,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,64.89,38.934,C,0.5,G,0.4,520,520,USD,51.49,30.894,260,260,See Price Method,Place Order With Logo,1 Color 1 Location,TP,38,38,BG279,The Bag Factory,260,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
12,59.49,35.694,C,0.5,G,0.4,520,520,USD,51.49,30.894,260,260,See Price Method,Place Order With Logo,1 Color 1 Location,TP,38,38,BG279,The Bag Factory,260,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,55.59,33.354,C,0.5,G,0.4,520,520,USD,51.49,30.894,260,260,See Price Method,Place Order With Logo,1 Color 1 Location,TP,38,38,BG279,The Bag Factory,260,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,51.49,30.894,C,0.5,G,0.4,520,520,USD,51.49,30.894,260,260,See Price Method,Place Order With Logo,1 Color 1 Location,TP,38,38,BG279,The Bag Factory,260,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,51.49,30.9,C,,,,522,522,USD,0,30.9,261,261,Random Sample,Order Sample,1 Color 1 Location,RS,38,38,BG279,The Bag Factory,261,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,66.39,39.834,C,,,,524,524,USD,52.99,31.794,262,262,See Price Method,Place Order With Logo,4 Color Process,TF,38,38,BG279,The Bag Factory,262,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
