"ItemNumber","BrandName","PriceMethod","PricingKey","AdditionalChargeItemDescriptin","AdditionalChargeCatalogPrice","AdditionalChargeNetPrice","AdditionalChargeDiscountCode","dropshipchg","handlingfee3rdparty","less_than_minimum_qty","dropshipnetchg","handlingfee3rdpartynetchg","less_than_minimum_qty_netchg","additional_stitches_catalog_price_em","digitizing_fee_catalog_price_em","personalization_catalog_price_em","swatchproof_catalog_price_em","additional_stitches_net_price_em","digitizing_fee_net_price_em","personalization_net_price_em","swatchproof_net_price_em","setupchargecatalogprice_tp","setupchargecatalogprice_t4","setupchargecatalogprice_em","setupchargecatalogprice_db","setupchargecatalogprice_dm","setupchargecatalogprice_cg","netsetupcharge_tp","netsetupcharge_t4","netsetupcharge_em","netsetupcharge_dm","netsetupcharge_cg","netsetupcharge_db","setupchargedescription_tp","setupchargedescription_t4","setupchargedescription_em","setupchargedescription_dm","setupchargedescription_cg","minimumorderquantity_tp","minimumorderquantity_t4","minimumorderquantity_em","minimumorderquantity_cg","minimumorderquantity_rs","minimumorderquantity_bl","minimumorderquantity_dm","minimumorderquantity_db"
"126","Perfect Line","1 Color 1 Location","P2","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1550WTC","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1586","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1586","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1586","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1586","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1586","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1586","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","4 Color Process","4D","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2160","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2935","Benchmark","Etched Imprint","CZ","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2935","Benchmark","Etched Imprint","CZ","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2935","Benchmark","Etched Imprint","CZ","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2935","Benchmark","Etched Imprint","CZ","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2935","Benchmark","Etched Imprint","CZ","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2936","Benchmark","Etched Imprint","CZ","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2936","Benchmark","Etched Imprint","CZ","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2936","Benchmark","Etched Imprint","CZ","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2936","Benchmark","Etched Imprint","CZ","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2936","Benchmark","Etched Imprint","CZ","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2940","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2940","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2940","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2940","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2940","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2940","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2941","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","4 Color Process","4D","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2943","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2944","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","4 Color Process","4D","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2945","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2946","Benchmark","Etched Imprint","CZ","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2946","Benchmark","Etched Imprint","CZ","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2946","Benchmark","Etched Imprint","CZ","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2946","Benchmark","Etched Imprint","CZ","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2946","Benchmark","Etched Imprint","CZ","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2947","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2947","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2947","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2947","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2947","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2947","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","1 Color 1 Location","P2","PMS Color Match","30","24","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","1 Color 1 Location","P2","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","1 Color 1 Location","P2","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","1 Color 1 Location","P2","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","1 Color 1 Location","P2","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","1 Color 1 Location","P2","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","4 Color Process","P7","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","4 Color Process","P7","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","4 Color Process","P7","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","4 Color Process","P7","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","4 Color Process","P7","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Debossed","PD","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Debossed","PD","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Debossed","PD","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Debossed","PD","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Debossed","PD","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Hot Stamp","P8","PMS Color Match","30","24","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Hot Stamp","P8","Copy Change","75","60","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Hot Stamp","P8","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Hot Stamp","P8","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Hot Stamp","P8","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","Perfect Line","Hot Stamp","P8","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","1 Color 1 Location","P2","PMS Color Match","30","24","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","1 Color 1 Location","P2","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","1 Color 1 Location","P2","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","1 Color 1 Location","P2","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","1 Color 1 Location","P2","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","1 Color 1 Location","P2","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","4 Color Process","P7","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","4 Color Process","P7","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","4 Color Process","P7","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","4 Color Process","P7","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","4 Color Process","P7","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Debossed","PD","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Debossed","PD","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Debossed","PD","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Debossed","PD","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Debossed","PD","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Hot Stamp","P8","PMS Color Match","30","24","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Hot Stamp","P8","Copy Change","75","60","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Hot Stamp","P8","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Hot Stamp","P8","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Hot Stamp","P8","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300T","Perfect Line","Hot Stamp","P8","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","1 Color 1 Location","P2","PMS Color Match","30","24","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","1 Color 1 Location","P2","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","1 Color 1 Location","P2","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","1 Color 1 Location","P2","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","1 Color 1 Location","P2","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","1 Color 1 Location","P2","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","4 Color Process","P7","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","4 Color Process","P7","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","4 Color Process","P7","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","4 Color Process","P7","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","4 Color Process","P7","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","Debossed","PD","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302A","Perfect Line","Debossed","PD","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
